id,product_code,product_weight_kg,fat_content,shelf_visibility,product_category,product_price,store_code,store_age_years,store_size,store_location_tier,store_format,total_sales,relative_category_price,relative_product_price
row_04019,PRD-00EIUE,8.52,Regular,0.0722,Canned,188.59,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3032.21,1.429592078457384,1.0209229936391933
row_04020,PRD-C04T2V,13.066,Low Fat,0.0347,Household,46.41,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,713.11,0.310600736995458,0.957153905645785
row_04021,PRD-58CEPS,6.759,Low Fat,0.0653,Fruits And Vegetables,186.79,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,2721.61,1.2935412750681912,1.0076059984895889
row_04022,PRD-SQ8X3A,17.119,Regular,0.0653,Baking Goods,89.02,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1651.85,0.7448114296515852,1.0076690154795256
row_04023,PRD-CJ2XX2,8.134,Low Fat,0.0357,Fruits And Vegetables,37.0,STORE-HL7,23,Medium,Tier_3,Superstore,448.14,0.2649234740775574,0.9972149851765341
row_04025,PRD-1HOH9O,14.5404,Low Fat,0.0438,Household,193.03,STORE-T5G,47,Small,Tier_1,Corner Shop,196.23,1.2467049569810624,0.9863062694803536
row_04026,PRD-3SQ3DG,18.700000000000003,Low Fat,0.0641,Snack Foods,133.95,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3362.91,0.9571107971074722,1.0090142118214231
row_04027,PRD-08I4W0,5.739,Low Fat,0.0836,Baking Goods,35.63,STORE-AGY,45,Large,Tier_3,Standard Supermarket,879.3,0.28703859433896933,0.9470186940728271
row_04028,PRD-FKTCNU,9.005,Regular,0.0906,Snack Foods,122.96,STORE-HL7,23,Medium,Tier_3,Superstore,2885.59,0.8546898608684906,0.9925200452026046
row_04030,PRD-E6VA05,9.518,Low Fat,0.0419,Soft Drinks,32.01,STORE-HL7,23,Medium,Tier_3,Superstore,359.63,0.24056635678373078,0.9987519500780031
row_04032,PRD-44P39J,11.592,Regular,0.0694,Frozen Foods,256.79,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,2880.11,1.9038830209773752,0.9919431828842301
row_04034,PRD-A0IOEJ,7.898,Low Fat,0.0113,Canned,191.08,STORE-HL7,23,Medium,Tier_3,Superstore,928.19,1.4391315861720453,0.9994560214243869
row_04035,PRD-D4K7YJ,18.194,Regular,0.1412,Starchy Foods,180.54,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3188.78,1.1474513791788485,0.9728331641954574
row_04036,PRD-0CHYKM,9.116499999999998,Low Fat,0.1186,Health And Hygiene,271.12,STORE-T5G,47,Small,Tier_1,Corner Shop,252.44,2.0928085564931713,1.0087716850379054
row_04037,PRD-YUG5GN,11.458,Low Fat,0.0,Fruits And Vegetables,46.21,STORE-HL7,23,Medium,Tier_3,Superstore,1123.02,0.3308679388411872,0.9861288945795988
row_04038,PRD-FA4IUZ,13.525,Regular,0.0791,Dairy,188.51,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3198.38,1.3133728700124352,0.9949122307018378
row_04039,PRD-7CZE3S,7.2215,Low Fat,0.015,Meat,115.51,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1648.96,0.847791588477301,0.9942901411683691
row_04041,PRD-64V0WS,18.604,Low Fat,0.0719,Snack Foods,120.55,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,3556.08,0.8362893469540024,0.9697998455399665
row_04042,PRD-RPHBL5,20.02,Regular,0.0446,Snack Foods,177.75,STORE-AGY,45,Large,Tier_3,Standard Supermarket,522.94,1.2270177388168841,0.9989402442255354
row_04043,PRD-M80O2R,11.75863717948718,Low Fat,0.0835,Soft Drinks,193.31,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,575.13,1.7813885666583549,1.0
row_04044,PRD-ANEC1W,6.2905,Low Fat,0.0119,Fruits And Vegetables,38.14,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,502.29,0.2888496971387523,1.0106523928136097
row_04045,PRD-7IOABT,7.365,Low Fat,0.089,Frozen Foods,146.83,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,1319.54,1.0886216128747537,0.9982808523864101
row_04046,PRD-HR8X8C,13.2,Regular,0.1352,Starchy Foods,97.9,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2544.17,0.6961890293176456,1.0156444518217278
row_04047,PRD-88AENN,10.793,Regular,0.0,Fruits And Vegetables,168.89,STORE-HL7,23,Medium,Tier_3,Superstore,1961.09,1.2092682577556395,1.020437140310862
row_04048,PRD-DN0YBY,6.1582,Low Fat,0.1108,Soft Drinks,159.99,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2280.61,1.4743384034952678,1.007736964212604
row_04049,PRD-JNODL5,17.99933333333333,Low Fat,0.0158,Health And Hygiene,159.45,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4459.71,1.3301179053458385,1.0021746781979084
row_04050,PRD-C0AR0O,5.165,Regular,0.0516,Snack Foods,106.78,STORE-JOR,34,Small,Tier_3,Corner Shop,210.04,0.7080986377821485,0.9897510593220339
row_04051,PRD-XMSTP3,14.746,Low Fat,0.0,Snack Foods,48.26,STORE-9RG,28,Small,Tier_2,Standard Supermarket,701.57,0.3397144956701997,1.064033512866547
row_04052,PRD-GS8W0Q,10.596,Low Fat,0.0492,Fruits And Vegetables,242.08,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,4786.66,1.6764306005059573,0.9879102604650214
row_04053,PRD-LCSXU1,11.715,Regular,0.0593,Baking Goods,174.04,STORE-AGY,45,Large,Tier_3,Standard Supermarket,520.78,1.402082429378451,1.0117764305290258
row_04056,PRD-THVKB8,8.737,Regular,0.0,Dairy,259.76,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,4670.39,1.8237920516334378,0.9954168518830759
row_04057,PRD-GW4LDH,10.196,Low Fat,0.0856,Health And Hygiene,145.87,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,2587.16,1.1690021752285626,1.0036897829994753
row_04058,PRD-679O2X,20.896,Low Fat,0.0803,Snack Foods,196.66,STORE-JOR,34,Small,Tier_3,Corner Shop,794.15,1.304126972337866,1.0211771629352049
row_04059,PRD-3HGG9C,20.571,Low Fat,0.0971,Household,190.02,STORE-HL7,23,Medium,Tier_3,Superstore,3403.1,1.307762217851951,1.0135751433524471
row_04060,PRD-GNJ6OM,15.549,Regular,0.1021,Baking Goods,181.72,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2441.85,1.5204126375678058,0.9942550746840292
row_04061,PRD-LKS9L3,6.4,Regular,0.0506,Baking Goods,222.99,STORE-HL7,23,Medium,Tier_3,Superstore,667.16,1.7562815326197427,0.9841817684288576
row_04062,PRD-4W2O6O,6.922,Low Fat,0.0295,Household,156.79,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4571.7,1.1251060408120734,0.9863177428993803
row_04063,PRD-5FI6ER,9.434,Regular,0.1005,Canned,78.7,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1914.79,0.5363498662258092,0.9907471517593001
row_04064,PRD-2XAHHF,20.179,Low Fat,0.0251,Health And Hygiene,142.22,STORE-JOR,34,Small,Tier_3,Corner Shop,591.54,1.111597442591174,1.0
row_04067,PRD-Q90SJM,20.971,Regular,0.0851,Frozen Foods,182.11,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3164.62,1.2473672735411474,1.0012783329438772
row_04068,PRD-QS3E3R,5.637,Low Fat,0.0982,Breads,160.34,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,3437.56,1.0604918184584042,0.9915740325597936
row_04069,PRD-8NY9QX,16.958,Low Fat,0.1372,Snack Foods,143.54,STORE-HL7,23,Medium,Tier_3,Superstore,2459.87,0.9977405874191863,0.9793081938772525
row_04070,PRD-PNWDDS,11.342,Low Fat,0.1235,Dairy,44.43,STORE-9RG,28,Small,Tier_2,Standard Supermarket,606.43,0.27521317775097476,1.0021804511278194
row_04071,PRD-VTTR5G,13.638,Regular,0.0548,Breakfast,228.82,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,2686.11,1.421092182812995,0.9756284749462769
row_04072,PRD-K15UL9,9.211,Low Fat,0.1108,Frozen Foods,95.94,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,1654.59,0.7113148371531967,1.0079583957134977
row_04073,PRD-JT10UE,12.213,Regular,0.0805,Fruits And Vegetables,90.68,STORE-HL7,23,Medium,Tier_3,Superstore,1337.6,0.6492773143068352,0.9971135607664184
row_04074,PRD-QP5M3G,7.536,Low Fat,0.0149,Canned,90.57,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,531.06,0.6546597918272937,0.9977526604534337
row_04075,PRD-L9E9NI,8.345,Regular,0.0358,Baking Goods,148.06,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2760.28,1.1342448363161466,1.0216107308456612
row_04076,PRD-C1B3EU,18.989,Regular,0.0954,Frozen Foods,47.88,STORE-HL7,23,Medium,Tier_3,Superstore,636.83,0.3315060065152746,1.0169203539823009
row_04079,PRD-IQ9LVF,19.223,Regular,0.0839,Baking Goods,49.46,STORE-9RG,28,Small,Tier_2,Standard Supermarket,553.82,0.41382131330675587,1.0153972490248409
row_04080,PRD-Q4MPR9,9.675,Low Fat,0.0297,Snack Foods,158.65,STORE-HL7,23,Medium,Tier_3,Superstore,2840.18,1.1027695708099061,0.9961072392792114
row_04082,PRD-V94X2H,13.994,Low Fat,0.0593,Snack Foods,247.85,STORE-JOR,34,Small,Tier_3,Corner Shop,732.24,1.6435872576728368,1.0172795928418978
row_04083,PRD-WOSQMC,16.632,Low Fat,0.0426,Fruits And Vegetables,181.62,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1662.65,1.307006575692427,1.0004406742315741
row_04085,PRD-T6MJXK,18.894,Low Fat,0.0,Dairy,95.05,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,1700.31,0.6706937524728273,0.9785854010089571
row_04086,PRD-NSWIL6,21.355,Low Fat,0.0,Meat,114.71,STORE-HL7,23,Medium,Tier_3,Superstore,1071.22,0.8288350941683583,0.968814003082705
row_04087,PRD-B2HWYW,19.467,Low Fat,0.0254,Household,45.56,STORE-AGY,45,Large,Tier_3,Standard Supermarket,598.98,0.31090906333669766,0.9433037716967458
row_04088,PRD-9U47YU,11.299,Regular,0.0057,Fruits And Vegetables,172.31,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,3127.87,1.1932656839605977,1.012587560528419
row_04089,PRD-A0R0L9,13.716,Regular,0.0363,Frozen Foods,165.41,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1827.65,1.2134766533778059,1.0225959012086179
row_04090,PRD-UL2AE5,9.537,Low Fat,0.0248,Health And Hygiene,116.33,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,2912.95,0.9322686161948219,0.996445243907662
row_04091,PRD-6RNJLK,19.49,Low Fat,0.0579,Baking Goods,42.35,STORE-JOR,34,Small,Tier_3,Corner Shop,86.33,0.34077650372158524,0.9614438684778084
row_04095,PRD-LJZEJB,6.506,Low Fat,0.0947,Dairy,194.34,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2515.3,1.273575382930026,0.9897379745868452
row_04096,PRD-18NL4I,19.075,Regular,0.0206,Fruits And Vegetables,121.74,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,2716.87,0.859146605033566,1.004057798891528
row_04097,PRD-UBXCU2,8.841,Low Fat,0.0205,Household,173.45,STORE-HL7,23,Medium,Tier_3,Superstore,4394.34,1.1937235906032042,1.0222544408689604
row_04098,PRD-4GPYWS,14.024,Low Fat,0.0293,Fruits And Vegetables,221.01,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,3000.94,1.5597173581277182,1.0132960432809133
row_04099,PRD-E4XLA5,9.623,Regular,0.1255,Baking Goods,226.32,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,2691.7,1.9175524540160829,0.9966443839670253
row_04100,PRD-MS2LEL,18.791,Low Fat,0.1189,Snack Foods,219.36,STORE-9RG,28,Small,Tier_2,Standard Supermarket,5748.13,1.5441312012062787,0.9984410737246959
row_04102,PRD-J0KX9K,9.89,Low Fat,0.1834,Fruits And Vegetables,179.13,STORE-JOR,34,Small,Tier_3,Corner Shop,167.67,1.3380712889699544,1.0160233685941975
row_04103,PRD-F3G3T3,15.10925,Low Fat,0.0194,Snack Foods,239.19,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,6309.99,1.7090804894373743,1.0060229308792976
row_04104,PRD-W4Z56R,5.634,Low Fat,0.0825,Fruits And Vegetables,163.23,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2286.74,1.0470577464893989,0.9805370336997656
row_04105,PRD-JGLNR2,10.645,Regular,0.0114,Snack Foods,160.55,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1896.09,1.0818533032791,0.9854933093260221
row_04106,PRD-4AAL09,20.113,Low Fat,0.1314,Others,38.57,STORE-JOR,34,Small,Tier_3,Corner Shop,150.87,0.3220294170852873,1.0511923688394276
row_04108,PRD-52UH5B,16.295,Low Fat,0.0759,Canned,213.25,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,4754.06,1.5609569394611602,1.029725631838682
row_04109,PRD-YDT7CU,14.625,Regular,0.063,Breads,259.32,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2686.71,1.7151474264851778,0.9905586503262772
row_04110,PRD-DY1PP4,8.617,Low Fat,0.091,Household,111.31,STORE-YLW,35,Small,Tier_1,Standard Supermarket,452.15,0.7341506318611517,0.9844561876755036
row_04111,PRD-0DZ6XP,18.749,Low Fat,0.1037,Fruits And Vegetables,93.64,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1329.83,0.673869043870933,0.9891549295774648
row_04113,PRD-JVZA65,11.956,Low Fat,0.0209,Snack Foods,153.28,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2131.8,1.0655402127483347,1.031146989572822
row_04114,PRD-BF1I3L,14.886,Low Fat,0.1466,Soft Drinks,50.58,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,1061.37,0.3756112594264836,1.0507582577383838
row_04115,PRD-0XPJ70,6.42,Low Fat,0.0924,Household,195.56,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2344.05,1.2807912248155726,1.0081451696051138
row_04116,PRD-24Z860,6.056,Regular,0.0109,Frozen Foods,91.9,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,1400.46,0.6784642359631045,0.9973231080885546
row_04117,PRD-MICMBP,7.683,Regular,0.0852,Frozen Foods,35.78,STORE-YLW,35,Small,Tier_1,Standard Supermarket,769.18,0.27809839149071774,1.0271278886177695
row_04118,PRD-2RL15F,10.202,Low Fat,0.1155,Hard Drinks,112.16,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,2578.56,0.7913359438388543,1.0004236815698517
row_04119,PRD-FHKP7I,17.312,Regular,0.0117,Canned,163.85,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,1738.39,1.1093007038773055,0.9930474986579855
row_04121,PRD-JMV47T,6.215,Regular,0.0097,Meat,147.89,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1929.12,1.0987976411349383,0.9852764823451032
row_04123,PRD-FA4IUZ,14.019,Regular,0.0816,Dairy,185.99,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,4597.09,1.2604920249530167,0.9816122528684675
row_04124,PRD-4IHRV7,12.372,Regular,0.0416,Meat,179.83,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1916.81,1.1378480669101034,0.9776158958398458
row_04125,PRD-302FAP,13.664,Low Fat,0.0493,Fruits And Vegetables,146.04,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2666.13,1.0463301295158893,0.9851060385300308
row_04126,PRD-4CYXQB,18.193,Low Fat,0.1203,Snack Foods,187.2,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2887.5,1.3177487275064521,1.0116275927910727
row_04128,PRD-8449K6,17.155,Regular,0.0766,Fruits And Vegetables,211.83,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3584.93,1.3588080771846438,1.02470290404244
row_04129,PRD-KDGVNM,6.71,Low Fat,0.0884,Canned,143.53,STORE-JOR,34,Small,Tier_3,Corner Shop,285.98,1.1196172099510437,0.9728868704670236
row_04130,PRD-4PZT3E,16.317,Low Fat,0.0728,Dairy,219.1,STORE-HL7,23,Medium,Tier_3,Superstore,6153.28,1.486297033285094,1.0121681926953887
row_04131,PRD-ZE84LM,6.881,Low Fat,0.0232,Frozen Foods,101.42,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,2590.58,0.7487469293947557,1.0361535023306303
row_04132,PRD-9STG4E,14.0345,Regular,0.0148,Canned,89.38,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2415.74,0.6735340368477776,0.9994036526276555
row_04133,PRD-0B7UYQ,19.668,Low Fat,0.1489,Household,226.57,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1922.46,1.5093816618778384,0.9883528180073285
row_04134,PRD-5JACYR,7.565,Low Fat,0.0278,Fruits And Vegetables,39.89,STORE-HL7,23,Medium,Tier_3,Superstore,392.65,0.2856161454311828,0.9756037908896361
row_04135,PRD-TE0XFZ,7.48425,Regular,0.1593,Frozen Foods,215.37,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1489.22,1.5799919402574092,1.008680040590118
row_04136,PRD-QDXOEA,7.345,Low Fat,0.0276,Snack Foods,110.83,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,1254.47,0.7820838768601723,1.0153218972585485
row_04140,PRD-C0AR0O,5.083,Regular,0.0297,Snack Foods,109.12,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2751.41,0.7681236172302568,1.0114406779661018
row_04141,PRD-JSPKET,6.803200000000001,Regular,0.1065,Dairy,97.67,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2190.13,0.711390140209483,1.0158262407044671
row_04142,PRD-IJOTIN,18.085,Low Fat,0.0,Frozen Foods,150.85,STORE-HL7,23,Medium,Tier_3,Superstore,887.82,1.0444377836848198,1.0111098077986493
row_04143,PRD-D8LKB5,17.066,Low Fat,0.0449,Snack Foods,186.62,STORE-HL7,23,Medium,Tier_3,Superstore,4833.03,1.2971878808984851,0.9913413014608234
row_04144,PRD-W10HOA,6.827,Low Fat,0.0411,Snack Foods,89.43,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1246.92,0.6173400640359716,0.9727751619971098
row_04146,PRD-77KXXS,8.38,Regular,0.0756,Dairy,192.88,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,5197.26,1.3542231710773693,0.9989641599337061
row_04148,PRD-KUE98H,9.156,Low Fat,0.1068,Breads,64.64,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2072.24,0.483776373174034,0.9966388109408247
row_04149,PRD-8R8KUS,9.663,Regular,0.0638,Fruits And Vegetables,113.83,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,2296.97,0.8033239531047381,0.9809125770175363
row_04150,PRD-4AWTY0,9.693,Low Fat,0.0827,Hard Drinks,187.18,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1776.04,1.3305941396420091,0.9862479582696666
row_04151,PRD-Y8VYIF,18.46,Low Fat,0.044,Canned,252.65,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,5267.66,1.8493588312068565,0.9876084747087797
row_04152,PRD-3I603D,17.224,Low Fat,0.0272,Frozen Foods,269.31,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3742.35,2.0931994916815313,1.015775428803123
row_04153,PRD-FPTNK2,14.744,Low Fat,0.0958,Fruits And Vegetables,174.54,STORE-HL7,23,Medium,Tier_3,Superstore,658.13,1.249722788256672,1.0
row_04155,PRD-MLWBFJ,6.474,Low Fat,0.0518,Baking Goods,93.3,STORE-JOR,34,Small,Tier_3,Corner Shop,93.33,0.7507543753771877,0.9954760786991592
row_04156,PRD-ZRMH3F,16.05825,Regular,0.132,Frozen Foods,173.4,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4702.16,1.3855302126211766,0.9875952568089397
row_04157,PRD-DTQLBZ,14.617,Regular,0.1314,Baking Goods,101.44,STORE-9RG,28,Small,Tier_2,Standard Supermarket,210.72,0.8487269312947294,0.9838991270611057
row_04159,PRD-8JU6OJ,14.2015,Low Fat,0.1331,Baking Goods,77.35,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1041.63,0.6137826061865189,1.0063315841970597
row_04161,PRD-H0JJGG,19.128,Low Fat,0.1086,Frozen Foods,105.29,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1913.88,0.7211866467033519,0.9947094945677846
row_04162,PRD-HGCAIK,5.808,Regular,0.0895,Canned,54.08,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1487.74,0.42628574757827237,1.0003699593044764
row_04163,PRD-YGW5F2,10.26,Low Fat,0.1499,Meat,102.2,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3061.62,0.6466555771462635,0.9808375187945871
row_04164,PRD-NQ65QD,6.182,Low Fat,0.0746,Dairy,57.83,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2120.82,0.3582169270614195,0.9403761721502519
row_04167,PRD-UZET1P,12.937,Low Fat,0.0395,Fruits And Vegetables,177.05,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1019.63,1.2685069120158055,1.011148042810312
row_04168,PRD-KINNDW,20.889,Regular,0.0306,Frozen Foods,85.67,STORE-JOR,34,Small,Tier_3,Corner Shop,168.81,0.6489168307832147,1.0275056970375405
row_04169,PRD-FA4IUZ,13.577,Regular,0.1263,Dairy,192.26,STORE-JOR,34,Small,Tier_3,Corner Shop,714.08,1.257411058640224,1.0147038643824482
row_04170,PRD-H8YZWJ,9.369,Low Fat,0.0901,Canned,147.35,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1003.37,1.065078064764842,1.0234913314069793
row_04171,PRD-9SEY62,17.8645,Low Fat,0.0212,Fruits And Vegetables,93.38,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3728.58,0.7072046334246641,0.9861445528661344
row_04172,PRD-X5M8PJ,4.953,Regular,0.1248,Snack Foods,141.72,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,3295.79,1.0000625013861195,1.0040619686378234
row_04173,PRD-VGA3ZI,7.86,Low Fat,0.0266,Health And Hygiene,142.48,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3650.31,1.1691835081480857,0.9906368777231851
row_04174,PRD-D6O9YZ,10.884,Regular,0.0502,Baking Goods,41.67,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,701.46,0.33992984409265187,1.0339950372208437
row_04180,PRD-N3R81D,18.655,Regular,0.1548,Frozen Foods,184.72,STORE-T5G,47,Small,Tier_1,Corner Shop,1148.62,1.3902605648208546,1.0078934924156997
row_04181,PRD-87AU5B,9.541,Low Fat,0.0138,Soft Drinks,48.8,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,997.9,0.3973650969297741,1.0524369955018793
row_04182,PRD-ZTO1FG,14.204,Low Fat,0.1435,Dairy,264.51,STORE-AGY,45,Large,Tier_3,Standard Supermarket,5470.34,1.7334229934075391,1.009194963754292
row_04183,PRD-87AU5B,9.943,Low Fat,0.0134,Soft Drinks,46.83,STORE-HL7,23,Medium,Tier_3,Superstore,359.03,0.35194384530403355,1.0099513217080534
row_04184,PRD-I64XLY,11.893333333333333,Low Fat,0.0399,Fruits And Vegetables,188.29,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4824.15,1.42599657772039,0.9983960125667776
row_04185,PRD-TC2QWF,15.384,Regular,0.1544,Canned,180.61,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,4631.35,1.3220371997002587,0.9746896923907179
row_04188,PRD-MH7GX8,18.839,Low Fat,0.1005,Dairy,52.03,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,970.87,0.36530605345891504,0.9608716729379718
row_04190,PRD-FT3J41,6.687,Regular,0.1095,Baking Goods,167.81,STORE-HL7,23,Medium,Tier_3,Superstore,1841.66,1.3216808107489977,1.0079041887395341
row_04191,PRD-HK23A1,8.478,Regular,0.0759,Snack Foods,171.05,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1365.39,1.1807672811512127,0.9994351822997819
row_04192,PRD-OBR9GP,5.606,Low Fat,0.036,Health And Hygiene,99.14,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2655.46,0.8077496613075896,0.9962066973145427
row_04194,PRD-UJG7IN,6.077,Low Fat,0.0944,Frozen Foods,125.79,STORE-YLW,35,Small,Tier_1,Standard Supermarket,527.48,0.9776969442598487,0.9897450692404534
row_04195,PRD-ZHWW3L,12.331,Regular,0.0214,Meat,97.36,STORE-9RG,28,Small,Tier_2,Standard Supermarket,573.66,0.6497842061490124,1.0088422216081792
row_04196,PRD-Y7CQKD,13.798,Regular,0.0631,Fruits And Vegetables,76.43,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1573.57,0.5475966296829597,1.0102438702002512
row_04197,PRD-Q2RPUV,8.444,Low Fat,0.0568,Health And Hygiene,139.76,STORE-JOR,34,Small,Tier_3,Corner Shop,430.55,1.0923699801472542,0.9924927971432048
row_04198,PRD-95N4VP,15.899,Low Fat,0.0461,Frozen Foods,180.82,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,1913.29,1.3406290270381593,0.9962671662144106
row_04199,PRD-QKDZ1Q,16.8,Regular,0.1055,Fruits And Vegetables,230.93,STORE-JOR,34,Small,Tier_3,Corner Shop,226.54,1.725008668351653,1.027101154912455
row_04201,PRD-MLWBFJ,6.626,Low Fat,0.0295,Baking Goods,93.67,STORE-OYG,25,Medium,Tier_2,Standard Supermarket,1385.0,0.7936423575807993,0.9994238402116854
row_04202,PRD-C5BDFU,6.239,Low Fat,0.0315,Dairy,183.33,STORE-HL7,23,Medium,Tier_3,Superstore,3319.65,1.243645984081042,1.020257109466303
row_04203,PRD-KV05SZ,18.574,Low Fat,0.0939,Hard Drinks,127.0,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,875.17,0.9220716360116166,0.9905816742390265
row_04204,PRD-LYF3YR,6.289,Low Fat,0.0057,Household,167.38,STORE-DKU,30,Medium,Tier_2,Standard Supermarket,5154.89,1.14415282805978,1.0169512121028008
row_04205,PRD-PDRI65,11.208,Low Fat,0.0181,Health And Hygiene,133.87,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2885.68,1.0985302936256616,1.0119106753342118
row_04206,PRD-VM8F3I,16.056,Regular,0.1097,Fruits And Vegetables,59.11,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2241.48,0.44766401672447953,1.0048021758531298
row_04208,PRD-2OQEWF,18.037,Low Fat,0.0596,Others,132.51,STORE-JOR,34,Small,Tier_3,Corner Shop,258.65,1.1063551479899252,1.003103709311128
row_04209,PRD-VRURQT,16.04825,Regular,0.0604,Dairy,181.05,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1253.98,1.318697500613565,1.0093098450217417
row_04210,PRD-CEEQ2B,9.4995,Low Fat,0.0305,Fruits And Vegetables,110.97,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3193.42,0.8404208414128826,0.9898902798013737
row_04211,PRD-3KK8SL,11.401333333333334,Regular,0.0412,Fruits And Vegetables,201.14,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3811.86,1.5233148422257115,1.0058131539798227
row_04212,PRD-H4CI9H,6.75,Regular,0.0645,Meat,181.92,STORE-T5G,47,Small,Tier_1,Corner Shop,168.19,1.253947656280437,1.0164358814381627
